Season_ID,Player_ID,Team_ID,G,GS,ThreeP,ThreePA,TwoP,TwoPA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Trp_Dbl
2023,289,10,73,73,40,131,210,343,77,108,66,459,500,74,60,204,229,617,0
2024,289,10,55,52,51,129,134,243,54,74,76,322,332,55,47,135,166,475,1
2025,289,10,68,66,80,246,136,263,101,147,74,340,383,99,70,174,219,613,1
2026,289,10,52,52,78,241,84,149,43,61,40,250,271,43,31,140,152,445,0
2021,290,27,54,3,2,2,114,203,77,106,74,167,42,18,49,45,88,311,0
2023,290,25,78,28,7,18,207,316,83,125,132,286,103,40,102,67,169,518,0
2024,290,24,75,6,3,3,149,250,72,93,103,219,63,27,61,61,115,379,0
2026,290,26,39,11,1,7,87,139,29,51,37,76,16,14,23,28,51,206,0
2025,291,2,25,1,13,33,4,8,7,9,9,31,13,5,2,8,18,54,0
2026,292,14,19,0,7,17,21,31,4,7,8,17,16,5,0,7,11,67,0
2025,293,16,14,1,16,30,15,31,9,12,12,24,23,21,6,17,30,87,0
2026,293,16,61,1,37,120,83,174,82,99,55,101,159,91,19,48,93,359,0
2022,294,12,48,7,81,215,92,212,46,61,4,79,85,26,3,57,66,473,0
2023,294,24,31,3,40,111,54,145,16,24,2,34,63,6,4,34,23,244,0
2021,295,16,72,72,250,613,65,104,62,75,7,243,127,43,20,81,181,942,0
2022,295,16,79,68,232,624,58,102,51,61,24,179,129,42,14,60,201,863,0
2023,295,16,42,1,63,192,25,45,29,32,8,61,46,14,0,28,77,268,0
2024,295,16,68,36,187,473,117,202,80,90,15,158,192,46,16,95,163,875,0
2025,295,16,74,37,190,483,100,180,47,53,18,149,176,40,6,86,135,817,0
2026,295,9,60,60,172,434,68,119,70,91,23,134,117,37,20,42,132,722,0
2024,296,25,68,20,88,245,142,254,69,93,93,157,67,33,38,52,161,617,0
2025,296,25,46,0,34,106,36,60,20,22,44,48,26,12,14,16,41,194,0
2026,296,25,32,0,23,55,10,19,5,6,10,28,10,5,8,7,28,94,0
2021,297,22,72,50,59,207,233,519,145,176,31,193,93,45,5,46,103,788,0
2021,298,23,69,6,5,20,173,283,121,210,190,390,61,30,62,112,200,482,0
2022,298,14,60,27,8,15,126,204,96,146,118,238,35,34,36,47,115,372,0
2021,299,7,58,19,5,21,115,173,97,124,80,154,63,36,30,40,135,342,0
2022,299,7,82,71,13,37,256,364,166,212,173,231,97,37,39,64,220,717,0
2023,299,7,76,64,0,5,197,264,112,168,149,165,69,48,26,65,209,506,0
2024,299,7,63,9,1,3,71,103,63,89,97,117,84,26,20,32,113,208,0
2025,299,7,55,3,2,5,40,56,28,43,47,71,55,18,21,18,75,114,0
2026,299,7,47,8,1,3,48,72,55,82,67,112,44,23,17,28,92,154,0
2026,300,26,29,1,0,1,67,111,22,40,91,132,36,22,47,24,108,156,0
2026,301,27,52,0,35,129,196,351,77,105,35,135,192,46,16,75,96,574,0
2021,302,6,31,0,26,77,31,53,21,27,20,87,33,19,12,32,37,161,0
2022,302,6,50,0,21,70,16,28,15,18,21,68,34,14,3,16,47,110,0
2023,303,19,59,11,27,86,60,122,26,40,36,152,134,43,11,57,99,227,0
2024,303,19,61,16,42,135,97,176,34,53,62,174,164,85,25,59,101,354,0
2025,303,1,76,76,80,235,375,688,83,140,124,325,333,229,55,155,175,1073,0
2026,303,1,61,61,12,89,303,533,58,97,136,267,372,115,26,112,131,700,1
2025,305,5,12,0,3,10,5,5,2,2,3,6,3,1,1,2,11,21,0
2026,305,3,10,0,4,11,4,6,2,3,3,8,0,1,0,0,4,22,0
2021,306,24,27,1,11,35,44,86,12,14,14,31,40,15,5,23,32,133,0
2021,307,18,23,7,0,0,19,44,10,12,46,69,21,13,13,7,56,48,0
2022,307,6,31,3,0,0,11,16,6,14,14,50,7,3,9,5,33,28,0
2021,308,12,53,24,35,88,113,194,68,83,18,76,49,33,10,51,88,399,0
2023,308,3,53,12,31,87,93,182,99,108,13,66,68,31,10,50,83,378,0
2026,309,3,52,45,124,322,55,127,54,65,21,144,173,42,17,86,93,536,0
2021,310,20,63,63,28,98,241,524,73,107,64,152,203,47,9,103,116,639,0
2022,310,24,50,1,4,18,63,157,12,32,21,67,99,25,6,47,38,150,0
2025,312,29,10,0,7,25,4,10,3,6,9,12,8,10,1,3,18,32,0
2026,312,29,15,2,6,27,10,23,16,21,4,16,28,13,1,8,28,54,0
2021,313,29,18,0,8,23,2,7,3,4,1,8,6,1,1,6,1,31,0
2024,317,6,15,0,10,33,5,16,1,4,1,13,10,1,2,8,5,41,0
2025,317,6,10,0,11,30,2,8,0,0,0,7,8,1,1,2,4,37,0
2021,318,25,72,35,1,4,338,557,127,164,284,511,84,33,48,78,168,806,0
2022,318,2,35,1,2,5,49,92,24,28,61,99,8,5,14,20,42,128,0
2025,319,12,22,1,1,10,15,27,13,19,11,19,9,3,3,6,21,46,0
2021,320,19,71,70,121,355,186,375,134,195,29,215,268,55,24,114,112,869,0
2022,320,13,54,29,51,163,146,305,89,117,28,154,225,69,19,116,85,534,0
2021,321,11,27,13,69,210,90,157,94,114,8,50,71,14,13,51,44,481,0
2022,321,11,57,46,124,301,144,263,105,135,15,98,154,28,18,107,63,765,0
2024,321,24,68,24,150,397,124,221,51,64,16,106,139,66,30,73,79,749,0
2025,321,23,39,13,56,137,31,67,36,48,8,38,65,26,12,28,32,266,0
2021,323,10,40,2,18,54,130,244,67,94,28,100,51,12,7,43,68,381,0
2022,323,29,58,3,40,108,74,127,66,86,30,76,36,9,5,27,51,334,0
2021,324,29,17,1,18,41,3,13,5,5,7,22,4,10,3,8,29,65,0
2026,325,12,23,5,21,68,19,41,11,16,11,31,33,14,6,14,44,112,0
2024,326,30,43,0,13,46,68,121,32,49,35,50,35,27,5,21,62,207,0
2022,327,20,80,80,241,619,161,346,80,113,34,176,171,79,20,105,180,1125,0
2023,327,20,27,7,35,114,21,52,18,21,4,45,36,16,3,22,46,165,0
2022,328,6,69,69,23,92,399,738,167,252,143,427,174,56,115,133,147,1034,0
2023,328,6,79,79,22,102,503,845,205,304,187,524,224,60,119,146,218,1277,0
2024,328,6,50,50,22,59,298,493,123,171,111,357,160,45,72,90,134,785,0
2025,328,6,71,71,85,230,420,676,221,305,164,495,226,61,113,145,141,1316,0
2026,328,6,48,46,56,178,270,453,139,220,105,311,181,42,88,95,120,847,0
2021,329,8,65,19,76,216,44,99,80,91,22,112,232,79,14,73,132,396,0
2022,329,8,65,4,58,193,49,103,60,78,23,94,220,63,23,67,124,332,0
2021,332,9,40,6,61,150,73,143,61,75,15,71,36,15,1,34,53,390,0
2022,332,9,53,7,86,279,108,204,86,104,19,68,55,27,9,38,89,560,0
2021,333,24,47,13,31,85,90,172,37,60,36,152,79,14,17,22,70,310,0
2021,335,20,33,4,23,48,6,31,8,18,6,25,19,18,4,11,45,89,0
2022,335,7,58,5,38,111,51,112,24,25,12,67,69,27,7,31,61,240,0
2023,335,7,47,5,17,67,31,65,22,33,7,55,58,16,7,29,65,135,0
2022,336,22,79,79,96,271,360,704,189,219,84,272,231,68,34,119,164,1197,0
2023,336,22,80,80,130,360,412,758,271,322,70,259,283,77,17,167,183,1485,0
2024,336,22,72,72,94,334,434,762,271,319,72,309,269,76,28,137,168,1421,0
2025,336,22,60,60,104,352,433,809,271,311,56,286,284,75,21,138,147,1449,0
2026,336,22,28,26,42,115,163,313,144,174,41,120,101,30,9,48,63,596,0
2021,337,28,52,52,174,476,164,394,169,191,32,188,328,87,37,95,119,1019,0
2022,337,28,65,65,242,642,200,455,194,222,44,245,434,111,35,170,162,1320,1
2023,337,28,69,69,207,606,230,506,254,283,30,250,495,123,38,140,193,1335,1
2024,337,11,73,73,227,586,196,432,197,229,33,245,589,101,59,126,183,1270,0
2025,337,11,60,60,159,461,128,298,111,137,32,189,333,94,25,87,140,844,0
2021,338,28,20,2,0,0,44,84,23,33,42,55,9,13,20,12,43,111,0
2021,339,23,55,11,101,269,69,155,60,82,17,96,82,49,9,46,64,501,0
2022,339,23,67,19,77,266,105,204,68,84,22,153,127,33,9,48,58,509,0
2023,339,23,37,0,18,46,30,65,26,36,6,36,22,10,3,24,18,140,0
2024,339,23,35,0,14,40,16,36,14,20,4,26,25,14,3,10,17,88,0
2021,340,16,50,7,46,149,42,84,20,23,10,46,67,21,2,34,79,242,0
2022,340,16,68,27,119,323,95,190,44,54,22,104,210,62,12,98,158,591,0
2023,340,16,68,34,117,350,111,217,68,78,27,118,167,62,5,92,154,641,0
2024,340,14,11,0,3,28,12,21,1,2,4,5,21,9,0,5,19,34,0
2025,340,14,72,11,109,309,59,111,15,21,20,72,98,51,13,41,152,460,0
2021,342,21,10,0,2,15,30,52,18,22,16,24,24,8,0,6,9,84,0
2021,344,5,56,25,67,200,91,181,40,50,29,131,124,43,30,58,126,423,0
2022,344,19,59,16,59,185,52,110,28,41,29,114,74,43,23,42,81,309,0
2023,344,19,25,0,11,26,7,19,3,4,5,12,13,9,2,4,15,50,0
2024,344,28,27,2,12,40,17,38,18,22,18,27,28,12,3,14,28,88,0
2025,344,28,28,0,6,28,12,32,11,12,9,20,31,17,2,10,23,53,0
2026,344,28,14,0,1,5,0,2,1,2,0,4,4,3,1,3,3,4,0
2021,345,30,64,24,76,198,21,39,84,95,16,71,26,29,7,10,106,354,0
2022,345,11,65,33,139,386,45,75,143,180,32,158,64,57,24,41,168,650,0
2024,345,1,66,5,85,193,18,33,34,42,17,75,37,20,8,19,115,325,0
2025,345,1,47,2,85,218,17,39,64,78,13,74,60,26,15,31,81,353,0
2026,345,12,15,1,17,46,4,6,19,23,2,15,10,6,3,3,19,78,0
2022,346,19,38,1,28,70,5,18,7,10,23,67,18,13,7,10,20,101,0
2022,347,22,61,30,116,302,124,251,83,95,36,86,108,59,9,61,112,679,0
2023,347,22,48,42,94,218,44,89,27,30,21,77,59,45,12,28,93,397,0
2024,347,22,54,27,76,205,55,92,34,45,24,67,87,49,14,31,91,372,0
2025,347,22,48,3,36,101,15,32,7,12,20,44,30,26,12,17,45,145,0
2026,347,17,42,2,22,54,15,29,8,9,13,43,44,23,7,16,44,104,0
2021,348,10,10,0,2,4,8,9,3,4,2,9,1,6,1,1,8,25,0
2022,348,10,71,16,43,120,169,224,35,58,72,175,64,96,22,40,131,502,0
2024,348,10,44,0,20,55,83,128,14,23,46,67,48,39,18,27,77,240,0
2025,348,10,62,11,31,95,140,203,27,38,53,132,83,52,17,39,108,400,0
2026,348,10,56,1,30,98,118,178,8,16,71,112,90,40,17,52,92,334,0
2022,349,28,70,69,209,545,241,541,174,204,26,165,141,122,19,73,144,1283,0
2023,349,28,66,44,166,450,239,485,172,205,30,143,106,104,14,55,102,1148,0
2024,349,28,71,41,178,453,183,394,74,96,25,163,119,77,10,47,96,974,0
2025,349,17,74,9,180,433,103,224,78,92,20,148,87,72,4,42,124,824,0
2026,349,17,54,17,96,266,42,96,34,43,6,48,69,28,3,29,66,406,0
2022,350,17,54,17,41,134,77,141,57,62,38,117,120,42,6,41,70,334,0
2021,352,29,72,10,124,292,53,113,22,23,28,148,59,25,8,51,116,500,0
2022,352,23,76,7,156,387,90,176,52,59,25,178,102,30,13,59,190,700,0
2023,352,23,78,1,154,384,68,118,39,45,19,166,77,30,14,54,145,637,0
2024,352,6,82,10,149,396,135,236,51,60,22,256,98,30,18,72,192,768,0
2024,354,15,48,18,102,286,139,277,115,153,53,143,59,28,24,65,64,699,0
2025,354,15,29,3,32,95,42,104,29,40,27,65,29,12,5,31,30,209,0
2026,354,15,42,16,46,132,123,204,69,96,35,145,56,28,34,57,60,453,0
2021,355,17,61,61,67,221,559,879,398,581,97,574,357,72,73,207,168,1717,7
2022,355,17,67,67,71,242,618,1003,553,766,134,644,388,72,91,219,212,2002,4
2023,355,17,63,63,47,171,660,1107,498,772,137,605,359,52,51,246,197,1959,6
2024,355,17,73,73,34,124,803,1245,514,782,196,645,476,87,79,250,210,2222,10
2025,355,17,67,67,14,63,779,1256,436,707,147,651,433,58,78,206,155,2036,11
2026,355,17,33,33,15,42,325,492,214,328,90,236,182,32,23,107,80,909,0
2021,356,26,23,2,16,44,26,55,21,23,11,34,20,4,3,11,23,121,0
2021,357,12,45,3,20,79,63,115,45,61,60,90,37,9,60,17,94,231,0
2022,357,12,50,16,23,80,108,172,64,94,79,98,55,21,42,46,107,349,0
2024,357,22,62,33,2,14,124,195,57,87,109,177,79,32,72,44,107,311,0
2025,357,22,70,42,3,28,204,311,85,133,167,296,137,49,98,72,150,502,0
2026,357,22,46,2,2,10,110,151,45,63,94,135,54,30,51,24,96,271,0
2021,358,16,50,11,91,244,149,311,101,122,25,144,219,33,8,118,113,672,0
2021,359,4,44,44,85,205,226,453,156,185,37,221,181,52,14,91,74,863,0
2022,359,4,49,48,86,220,197,397,126,149,38,186,177,47,22,81,85,778,0
2023,359,4,50,50,52,160,224,421,129,159,33,182,206,42,12,99,70,733,0
2022,360,1,44,3,29,68,24,44,19,26,32,89,34,11,13,20,52,154,0
2023,360,27,31,1,21,75,24,42,10,13,27,80,53,4,14,32,57,121,0
2024,361,28,60,17,88,241,101,204,44,51,27,105,68,34,2,50,87,510,0
2025,361,28,54,54,114,326,151,321,133,155,44,149,98,48,10,83,120,777,0
2026,361,28,60,1,48,157,80,152,66,75,38,92,39,39,6,35,84,370,0
2021,363,2,63,9,48,129,60,118,30,51,48,130,64,32,24,56,161,294,0
2022,363,2,77,21,106,258,99,174,86,95,64,210,78,38,57,62,186,602,0
2023,363,2,79,23,115,291,101,185,94,122,87,276,131,41,31,82,192,641,0
2025,363,4,16,7,27,74,27,49,31,37,18,64,37,18,13,28,46,166,0
2026,363,4,21,3,31,82,18,32,30,36,30,60,40,8,7,16,34,159,0
2021,364,15,50,38,107,274,66,140,79,91,19,141,108,46,8,48,71,532,0
2022,364,17,66,61,159,389,96,180,64,74,32,190,100,46,18,43,96,733,0
2023,364,17,72,70,146,366,99,191,114,126,61,176,163,62,14,72,117,750,0
2024,364,24,75,74,205,445,135,237,129,147,48,247,227,69,45,95,157,1014,0
2025,364,24,64,7,149,350,70,139,93,114,34,160,137,54,19,75,95,680,0
2026,364,24,41,26,139,392,93,181,113,130,29,95,171,60,12,70,89,716,0
2022,365,25,48,6,19,61,62,129,44,65,38,97,35,26,24,36,90,225,0
2023,365,25,16,0,1,7,10,21,5,12,2,17,3,4,5,6,13,28,0
2025,368,23,70,43,104,274,178,289,100,138,134,261,148,58,24,87,164,768,0
2024,369,10,23,0,10,27,18,28,16,17,17,32,14,4,2,7,23,82,0
2025,369,10,56,2,34,103,48,76,29,42,72,100,80,25,10,42,91,227,0
2026,369,10,52,16,51,141,90,134,40,60,54,132,96,42,19,62,91,373,0
2022,370,9,58,29,23,93,238,433,91,140,69,208,73,71,17,58,143,636,0
2023,370,9,56,0,5,21,210,354,87,148,57,137,55,53,16,71,124,522,0
2021,371,26,58,58,100,256,219,386,195,235,64,321,201,43,11,93,75,933,0
2022,371,26,77,77,142,360,249,474,341,413,82,350,186,53,14,118,94,1265,0
2023,371,26,82,82,132,353,242,438,350,413,87,279,128,57,10,86,103,1230,0
2024,371,26,82,82,149,385,198,347,157,196,67,182,99,54,12,58,98,1000,0
2025,371,27,82,82,156,360,191,323,161,199,97,213,136,39,14,50,75,1011,0
2026,371,27,60,49,111,295,97,176,82,97,50,121,124,41,11,53,69,609,0
2021,373,25,38,0,8,23,34,74,16,27,31,102,29,8,13,20,54,108,0
2021,374,26,36,4,0,1,126,223,41,79,61,154,20,9,46,40,73,293,0
2022,374,29,65,8,0,0,215,330,104,167,166,328,26,22,103,53,179,534,0
2022,376,16,19,1,9,28,7,18,2,5,10,16,6,2,3,3,13,43,0
2023,376,16,54,11,37,109,56,107,13,28,57,131,43,36,17,45,82,236,0
2024,376,16,66,26,76,192,77,137,23,36,65,145,70,53,30,34,117,405,0
2025,376,16,74,42,89,233,90,158,31,43,72,180,112,68,37,54,164,478,0
2022,379,19,78,69,57,169,217,407,137,163,98,198,167,130,60,100,238,742,0
2023,379,19,66,66,56,167,179,334,123,161,97,172,162,103,42,88,208,649,0
2024,379,19,76,76,114,273,179,315,137,158,74,198,199,105,62,93,224,837,0
2025,379,19,20,20,22,72,53,100,33,40,22,56,65,37,9,35,66,205,0
2026,379,19,42,42,56,194,83,169,41,50,36,114,120,69,20,55,132,375,0
2026,380,2,58,3,34,100,66,111,11,24,55,151,35,36,17,32,100,245,0
2024,383,8,18,0,4,14,4,6,0,0,1,8,2,1,0,2,10,20,0
2025,383,8,51,2,23,74,22,46,21,28,25,53,20,10,6,14,44,134,0
2026,383,8,21,2,7,33,7,19,11,13,4,32,17,2,1,5,13,46,0
2024,385,25,22,1,0,0,14,22,6,12,20,31,13,3,20,15,46,34,0
2022,386,22,42,1,27,87,54,101,21,32,23,49,37,10,3,17,48,210,0
2021,388,20,64,3,118,303,111,277,155,174,25,112,127,30,12,58,114,731,0
2022,388,20,78,3,137,396,147,328,177,201,31,216,275,54,3,99,167,882,2
2023,388,20,81,21,168,454,251,482,203,248,58,279,279,80,14,100,166,1209,0
2025,388,28,33,33,85,225,99,213,111,128,16,101,191,23,4,58,61,564,0
2026,388,28,59,59,158,416,199,374,154,190,31,216,361,71,5,94,123,1026,0
2021,389,30,40,8,13,47,17,34,5,8,18,48,23,11,9,22,63,78,0
2022,389,28,15,0,1,4,2,9,5,8,4,3,4,8,2,2,10,12,0
2025,390,26,40,0,3,8,51,75,23,36,22,35,12,5,10,16,30,134,0
2021,391,6,67,67,62,214,173,345,114,157,68,138,128,62,24,86,185,646,0
2022,391,6,67,61,55,157,152,274,119,155,72,129,121,56,22,58,164,588,0
2023,391,6,76,46,62,171,113,183,78,103,52,135,87,56,30,42,158,490,0
2024,391,6,69,42,84,215,151,265,93,137,67,139,132,57,34,54,140,647,0
2025,391,6,55,22,56,151,68,116,33,46,49,81,68,32,16,23,104,337,0
2026,391,5,54,54,60,185,116,206,75,94,61,88,86,37,24,41,132,487,0
2025,392,29,71,46,42,169,192,386,105,154,32,203,446,66,16,208,149,615,0
2026,392,29,55,16,25,90,207,369,138,192,20,117,400,60,18,138,131,627,0
2025,393,26,15,0,1,5,4,6,2,4,1,7,1,1,2,1,2,13,0
2022,394,13,68,0,14,30,215,336,91,132,117,215,160,50,77,84,167,563,0
2023,394,20,82,8,8,37,167,290,48,71,209,327,102,53,64,66,213,406,0
2024,394,20,75,49,1,3,234,362,111,157,244,382,188,87,85,93,210,582,0
2025,394,21,57,53,0,19,279,461,79,117,163,448,219,47,62,96,171,637,0
2026,394,21,36,35,0,6,156,239,56,92,114,218,126,36,28,68,96,368,1
2022,395,12,36,15,5,16,111,190,60,88,60,89,10,25,52,40,92,297,0
2023,395,12,63,12,2,14,177,304,95,146,113,169,51,31,93,51,154,455,0
2024,395,12,59,3,0,4,155,229,73,102,94,144,50,34,61,39,137,383,0
2021,396,23,41,1,39,106,9,27,18,24,6,30,20,12,4,11,34,153,0
2022,396,23,55,1,45,135,17,42,29,31,6,50,35,14,3,19,47,198,0
2023,396,21,73,10,161,394,63,114,82,100,27,148,88,48,8,39,105,691,0
2024,396,21,78,1,147,353,75,132,45,52,32,148,99,46,22,47,87,636,0
2025,396,21,74,16,192,466,67,122,46,56,41,155,119,48,9,38,113,756,0
2026,396,21,56,8,139,338,51,94,98,110,28,120,81,42,9,35,102,617,0
2022,397,9,19,5,27,64,14,26,12,14,15,42,21,13,7,15,37,121,0
2023,397,9,52,22,74,203,46,85,32,39,28,115,41,28,28,30,103,346,0
2024,397,9,23,6,22,77,18,39,12,18,15,33,25,13,5,16,43,114,0
2026,397,24,32,0,12,39,10,22,9,12,19,41,21,12,8,12,27,65,0
2023,398,6,12,0,3,8,9,20,4,4,4,16,3,4,3,1,8,31,0
2024,398,6,10,0,3,10,7,14,0,1,3,7,6,2,0,2,6,23,0
2021,399,21,61,34,32,109,175,320,87,117,89,252,107,52,37,113,162,533,0
2022,399,21,45,28,44,99,122,224,78,116,75,142,71,36,34,43,109,454,0
2023,399,27,42,2,18,60,49,95,20,41,21,86,38,18,7,31,53,172,0
2021,401,9,68,14,21,63,205,346,64,92,159,294,59,39,86,67,184,537,0
2022,401,9,71,71,15,46,235,444,74,103,226,391,82,22,78,85,211,589,0
2023,401,9,50,47,67,205,128,236,110,149,115,288,70,20,34,68,133,567,0
2024,401,9,46,45,67,175,119,207,64,85,74,231,73,17,38,66,99,503,0
2025,401,9,72,4,17,53,159,262,66,87,130,269,123,28,101,68,183,435,0
2026,401,9,51,13,38,112,153,241,91,120,82,176,59,15,85,58,147,511,0
2022,403,30,12,0,4,16,3,10,2,6,3,9,4,4,2,4,4,20,0
2025,404,4,20,0,13,33,28,72,25,34,14,18,28,11,0,18,21,120,0
2021,405,30,44,1,18,49,111,248,19,33,22,128,172,32,13,41,62,295,0
2023,405,8,43,0,2,12,50,119,2,4,5,49,100,8,7,44,33,108,0
2024,405,4,43,5,4,8,62,150,3,4,11,65,145,17,4,47,49,139,0
2022,406,24,45,0,19,59,22,45,7,12,27,27,15,20,6,13,49,108,0
2023,406,24,60,2,57,173,27,54,26,31,45,94,53,38,22,22,117,251,0
2021,407,13,72,33,1,4,256,390,135,171,189,330,90,24,62,81,187,650,0
2022,407,13,76,76,0,0,310,495,165,227,217,427,120,36,77,114,203,785,0
2023,407,13,76,76,0,2,326,512,166,238,236,520,77,29,98,117,219,818,0
2024,407,13,68,68,0,0,337,519,120,166,196,430,93,22,83,79,180,794,0
2025,407,13,80,80,0,0,592,942,156,236,300,710,214,55,90,127,168,1340,1
2026,407,13,43,42,0,0,263,429,93,132,148,325,96,16,36,82,104,619,0
2021,411,15,63,63,73,241,357,716,271,372,59,193,465,57,13,203,87,1204,1
2022,411,15,57,57,88,256,492,921,316,415,77,248,384,66,22,196,86,1564,1
2023,411,15,61,59,92,300,474,914,372,497,61,296,493,66,16,206,100,1596,7
2025,411,15,50,50,88,285,316,604,263,319,34,171,364,61,12,185,113,1159,1
2026,411,15,20,20,20,85,112,237,105,117,8,57,161,20,6,71,40,389,0
2025,412,28,52,18,65,186,94,207,66,83,59,101,81,43,10,50,95,449,0
2026,412,28,52,11,62,172,51,96,45,55,36,85,53,49,8,29,106,333,0
2022,413,2,12,0,8,16,10,22,9,9,5,23,6,4,1,8,13,53,0
2023,414,11,79,79,120,391,244,501,162,206,122,447,101,43,74,104,227,1010,0
2024,414,11,76,76,138,380,240,453,150,185,139,477,121,52,61,89,200,1044,0
2025,414,11,57,39,98,277,150,289,104,126,105,294,60,25,41,61,123,698,0
2026,414,11,58,58,128,351,193,362,116,151,89,312,104,47,57,78,144,886,0
2023,415,25,56,0,16,56,67,142,34,45,48,83,34,10,13,29,69,216,0
2024,415,25,72,23,41,139,193,370,129,171,151,357,71,42,22,66,173,638,0
2025,415,25,60,1,28,72,90,157,49,71,59,152,37,33,6,34,87,313,0
2026,415,23,53,6,27,85,52,99,44,59,61,110,27,20,12,22,87,229,0
2023,417,8,17,0,3,9,5,10,2,3,6,11,4,3,2,2,9,21,0
2023,421,7,48,5,63,156,83,177,65,79,11,78,65,17,7,46,64,420,0
2024,421,7,73,7,81,224,114,255,59,76,20,111,109,22,4,62,80,530,0
2025,421,7,57,3,76,197,104,217,60,86,9,80,81,28,5,82,90,496,0
2023,422,9,74,73,120,350,289,633,266,356,73,215,387,61,17,237,242,1204,0
2024,422,9,77,61,124,369,293,604,227,303,86,178,296,57,41,190,204,1185,0
2025,422,9,30,30,63,154,127,259,85,116,40,84,119,28,11,89,67,528,0
2021,423,18,63,27,72,198,92,169,27,45,52,180,71,35,60,47,172,427,0
2022,423,18,70,31,80,252,175,302,57,71,76,217,79,52,54,75,224,647,0
2023,423,18,79,79,107,269,263,447,106,144,92,215,148,74,76,112,272,953,0
2024,423,18,72,71,86,255,221,373,57,79,56,168,101,63,42,87,219,757,0
2025,423,18,82,82,100,303,298,531,104,128,129,341,163,110,74,95,225,1000,0
2026,423,18,62,62,90,209,259,465,135,159,68,204,176,67,63,113,211,923,0
2023,424,23,16,2,2,5,15,30,6,8,6,8,8,7,3,3,15,42,0
2021,425,24,60,42,148,380,51,112,57,75,32,250,127,48,27,55,125,603,0
2022,425,24,67,67,127,365,90,179,71,90,30,324,124,95,30,55,173,632,0
2023,425,17,18,3,24,55,21,39,10,12,17,52,27,12,6,7,27,124,0
2024,425,17,50,25,58,166,56,104,26,36,31,130,66,38,9,23,74,312,0
2021,426,11,70,58,60,195,256,430,102,147,132,242,178,85,36,98,222,794,0
2022,426,11,78,77,63,202,300,527,130,184,135,285,222,72,41,139,286,919,0
2023,426,11,31,7,13,46,97,183,50,69,41,77,84,21,7,47,106,283,0
2024,426,11,65,9,23,77,85,152,26,39,61,136,64,42,15,37,137,265,0
2025,426,11,52,2,16,46,54,102,32,47,50,67,47,26,7,22,82,188,0
2026,426,11,34,0,8,24,32,54,4,7,22,25,17,9,3,10,37,92,0
2021,427,9,27,2,2,9,61,93,17,24,23,43,13,6,5,21,39,145,0
2026,428,15,19,3,12,40,26,54,3,6,10,22,19,22,8,19,35,91,0
2021,429,26,13,0,5,19,10,19,5,5,2,8,6,4,1,3,8,40,0
2022,429,26,19,0,5,18,19,40,7,14,4,9,7,1,1,5,10,60,0
2026,430,16,10,0,2,7,5,13,1,1,2,2,6,1,0,2,5,17,0
2024,433,16,75,20,65,202,276,495,142,175,82,203,195,77,20,110,167,889,0
2025,433,16,66,17,37,119,176,343,107,142,84,206,166,61,14,98,81,570,1
2026,433,16,59,1,35,122,327,591,141,187,77,233,270,47,17,129,112,900,0
2021,434,12,29,4,3,15,53,98,19,29,27,50,4,2,14,15,52,134,0
2023,435,15,35,0,24,71,13,24,7,9,19,44,21,12,4,18,49,105,0
2024,435,15,35,6,53,156,65,147,90,109,51,77,58,29,12,45,69,379,0
2026,435,14,63,33,68,211,134,228,94,124,87,158,115,77,28,67,143,566,0
2021,436,18,45,11,23,78,68,106,26,37,13,54,28,29,19,26,44,231,0
2022,436,18,34,1,8,35,22,38,13,18,6,30,9,7,5,10,12,81,0
2021,437,27,69,51,0,0,265,430,63,124,219,328,134,47,123,83,172,593,0
2022,437,27,68,67,1,1,409,662,94,190,262,372,189,45,118,109,212,915,0
2024,437,28,50,50,0,0,248,378,59,107,146,283,127,35,76,77,149,555,0
2025,437,28,57,56,1,3,362,576,97,144,189,358,158,66,71,111,176,824,0
2026,437,28,28,26,0,0,116,168,40,62,74,133,57,24,17,40,87,272,0
2021,439,7,68,12,81,200,247,427,120,151,27,204,239,35,1,80,109,857,0
2022,439,7,79,61,94,252,412,756,179,213,43,266,377,66,3,124,151,1285,0
2023,439,20,68,68,134,322,453,873,325,392,40,201,421,61,15,142,152,1633,0
2024,439,20,77,77,211,526,579,1122,421,497,43,235,519,70,13,186,144,2212,0
2025,439,20,65,65,152,397,433,803,368,448,27,160,475,60,8,164,138,1690,0
2026,439,20,59,59,166,439,382,741,283,336,28,172,382,41,7,132,139,1545,0
2023,441,9,67,31,0,2,258,396,96,157,229,366,75,44,59,92,182,612,0
2024,441,9,61,60,0,4,349,560,143,181,192,517,147,33,47,129,192,841,0
2025,441,9,78,78,0,0,378,546,162,242,277,530,209,54,89,136,251,918,0
2026,441,9,52,52,0,0,371,596,212,292,204,357,91,47,43,92,145,954,0
2022,442,11,67,67,157,458,249,496,188,236,33,193,176,44,18,135,103,1157,0
2023,442,11,76,76,187,554,379,805,364,463,43,241,281,59,18,200,131,1683,0
2024,442,11,82,82,201,605,362,727,283,352,41,382,291,66,28,191,115,1610,1
2025,442,11,82,82,234,661,374,776,273,336,45,332,282,71,27,203,127,1723,0
2026,442,24,15,10,28,104,51,113,26,34,7,40,33,18,1,30,16,212,0
2021,443,28,13,2,17,36,19,36,7,9,3,15,17,8,0,14,15,96,0
