Season_ID,Player_ID,Team_ID,G,GS,ThreeP,ThreePA,TwoP,TwoPA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Trp_Dbl
2025,585,18,69,69,108,314,347,625,270,335,144,343,323,47,16,196,175,1288,0
2026,585,18,64,64,91,293,385,694,324,397,108,338,336,69,16,169,184,1367,3
2022,587,28,36,0,10,28,21,39,9,9,37,35,11,8,4,8,32,81,0
2024,587,30,15,1,13,45,19,33,12,15,19,34,19,10,9,10,14,89,0
2025,587,30,62,31,74,193,136,218,50,73,112,239,60,65,39,54,110,544,0
2026,587,30,56,15,42,127,133,218,62,81,121,193,62,47,37,36,88,454,0
2025,588,23,44,26,69,190,103,188,32,46,46,102,69,45,16,49,98,445,0
2026,588,23,46,5,42,120,35,70,21,23,19,47,52,31,8,25,70,217,0
2021,589,12,72,52,173,453,85,172,67,85,32,224,119,74,41,54,135,756,0
2024,589,8,58,9,55,136,33,58,3,4,9,62,67,36,9,14,69,234,0
2023,590,2,23,0,5,20,2,7,1,2,2,15,9,4,4,2,7,20,0
2021,591,26,36,0,14,38,38,73,21,36,9,21,22,8,3,15,23,139,0
2024,592,25,34,1,12,49,10,25,5,9,30,26,21,9,10,9,35,61,0
2025,592,25,19,0,2,10,6,11,0,2,5,5,7,6,1,5,12,18,0
2021,593,11,13,6,9,34,20,36,3,4,14,35,14,12,14,4,34,70,0
2021,595,15,26,1,10,54,64,156,20,35,18,100,50,15,12,37,47,178,0
2023,595,25,29,11,14,45,67,153,20,28,49,96,98,30,11,43,89,196,0
2021,596,25,37,37,12,30,159,303,70,113,86,246,125,38,39,73,103,424,0
2022,596,25,56,56,15,56,306,544,185,268,167,452,157,62,34,143,189,842,0
2023,596,25,52,52,43,119,219,386,127,192,114,357,149,43,44,119,185,694,0
2024,596,24,76,76,22,90,298,537,167,261,224,613,301,81,80,175,254,829,0
2026,596,29,41,36,25,71,155,287,62,113,106,319,196,52,22,101,134,447,3
2021,597,29,29,0,4,13,10,17,3,7,9,19,9,4,1,4,21,35,0
2022,599,4,21,0,1,2,8,12,3,8,3,8,4,1,2,6,8,22,0
2023,599,4,46,0,4,19,63,101,19,26,37,86,15,17,30,31,65,157,0
2026,601,12,24,6,11,41,32,58,4,8,8,26,58,10,0,18,20,101,0
2021,602,22,10,0,1,2,2,11,4,5,1,13,4,0,2,3,10,11,0
2021,603,18,50,50,122,315,303,560,267,311,133,396,225,39,57,160,186,1239,0
2022,603,18,74,74,150,366,492,848,384,467,194,533,269,72,83,226,267,1818,1
2023,603,18,29,29,60,164,152,264,118,135,48,188,140,20,17,86,111,602,0
2024,603,18,62,62,136,327,343,624,255,292,94,421,189,43,41,177,204,1349,0
2025,603,20,72,72,142,338,497,877,339,409,212,708,222,71,50,192,249,1759,1
2026,603,20,60,60,93,255,307,569,289,339,187,525,168,53,34,150,213,1182,0
2025,604,19,42,7,21,66,114,169,34,44,64,145,46,22,41,43,106,325,0
2026,604,19,51,2,30,68,83,114,22,30,57,124,45,18,46,29,86,278,0
2026,605,16,37,9,45,104,20,56,35,39,30,67,90,24,2,38,70,210,0
2021,606,13,52,52,101,254,364,654,261,295,55,282,269,81,21,105,82,1292,0
2023,606,13,52,50,104,250,342,621,243,279,57,281,204,72,28,88,84,1239,0
2024,606,13,68,68,140,336,470,826,253,286,84,332,244,111,59,119,97,1613,1
2025,606,13,37,37,78,190,232,433,98,121,35,184,116,59,17,72,56,796,0
2026,606,13,49,49,125,336,350,619,292,323,50,263,179,98,23,103,60,1367,0
2025,607,1,31,5,27,82,38,80,11,11,7,43,81,28,9,33,39,168,1
2026,607,1,45,2,34,86,25,59,9,14,3,45,82,21,5,23,42,161,0
2023,608,26,80,78,206,501,148,281,62,81,89,282,98,61,42,60,162,976,0
2024,608,26,77,77,183,511,260,464,103,124,106,314,129,79,59,64,205,1172,0
2025,608,26,76,76,154,449,210,371,60,72,146,361,109,61,69,60,186,942,0
2026,608,26,23,22,31,112,95,188,38,49,33,99,38,24,36,27,42,321,0
2022,609,12,32,11,27,90,42,100,15,17,8,37,62,12,4,33,51,180,0
2025,610,19,14,6,14,43,39,66,22,30,12,46,13,10,10,12,30,142,0
2021,611,27,30,0,5,17,25,50,14,21,9,40,12,11,5,7,11,79,0
2022,611,27,59,14,17,55,119,208,46,61,62,169,41,27,14,45,61,335,0
2023,611,27,67,42,56,142,180,323,119,150,65,183,103,46,20,56,63,647,0
2025,612,16,64,36,35,111,222,353,46,67,116,357,60,39,71,57,111,595,0
2026,612,16,60,29,69,174,207,344,62,81,187,377,33,52,66,51,96,683,0
2021,613,12,35,0,24,60,38,78,9,10,18,60,17,10,10,16,35,157,0
2021,614,27,69,67,60,181,278,524,145,196,93,319,121,40,24,78,142,881,0
2022,614,27,75,74,159,399,312,612,177,234,80,377,158,58,14,92,148,1278,0
2023,614,27,63,63,134,407,369,706,245,327,56,262,183,46,11,134,125,1385,0
2024,614,27,69,27,127,367,264,495,175,221,95,282,195,51,20,100,149,1084,0
2025,614,27,77,0,87,274,284,496,150,194,112,259,125,49,22,77,115,979,0
2026,614,27,63,0,72,193,237,384,120,152,105,247,83,40,8,59,126,810,0
2021,615,25,17,0,2,8,3,12,0,0,3,7,4,2,0,5,8,12,0
2022,615,25,31,1,21,72,13,39,6,11,16,29,19,13,1,17,29,95,0
2022,616,9,40,1,40,119,88,167,69,89,54,123,111,31,19,58,100,365,0
2023,616,29,68,68,93,236,185,321,198,232,82,338,252,60,37,168,232,847,0
2026,616,27,35,0,10,41,32,45,20,30,21,43,40,13,2,22,39,114,0
2021,617,10,55,50,90,285,228,439,123,177,82,247,73,57,42,70,121,849,0
2022,617,4,76,13,191,553,219,379,126,189,79,223,84,77,31,67,189,1137,0
2023,617,4,48,40,108,339,245,480,158,208,65,184,54,68,18,64,141,972,0
2024,617,23,68,52,101,325,286,553,174,232,94,247,101,77,47,87,194,1049,0
2025,617,23,60,57,71,242,277,499,139,185,97,271,108,92,30,80,180,906,0
2026,617,23,39,34,73,193,128,235,91,121,38,147,69,52,21,56,99,566,0
2021,618,2,43,43,127,353,157,323,134,149,16,154,212,48,12,88,61,829,0
2022,618,20,37,37,73,199,76,171,60,71,14,97,131,26,7,48,37,431,1
2024,619,12,15,0,0,2,8,13,5,8,3,2,5,0,0,2,9,21,0
2021,620,16,56,44,122,320,197,338,56,60,21,158,148,52,14,80,108,816,0
2023,621,15,36,0,2,15,33,68,6,13,9,29,58,12,5,18,15,78,0
2023,622,15,24,1,6,17,43,76,16,27,19,32,20,5,2,12,28,120,0
2021,623,21,66,13,52,117,167,294,36,63,84,189,152,55,17,76,143,526,0
2022,623,21,49,0,41,121,105,196,30,55,75,145,108,44,10,46,81,363,0
2023,623,21,53,10,50,134,129,212,17,39,97,164,105,45,14,32,112,425,0
2024,623,21,69,1,56,141,75,139,7,14,61,148,93,38,9,32,101,325,0
2025,623,21,69,7,66,171,105,183,28,39,65,176,97,43,10,39,110,436,0
2026,623,21,44,2,43,104,70,125,27,41,43,102,61,24,5,34,49,296,0
2021,624,10,67,18,75,184,101,208,54,78,26,203,108,69,33,82,158,481,0
2022,624,14,39,14,29,80,16,59,13,17,13,56,34,25,9,21,70,132,0
2021,625,14,67,67,120,293,98,213,97,112,27,152,127,62,26,66,114,653,0
2022,625,30,77,77,159,408,202,421,137,154,41,220,145,83,26,97,139,1018,0
2023,625,8,76,76,135,319,157,313,103,125,35,173,183,112,35,86,145,822,0
2024,625,8,76,76,125,308,145,279,101,113,31,152,183,98,42,75,151,766,0
2025,625,22,77,77,113,330,126,214,82,95,33,136,136,99,34,62,136,673,0
2026,625,15,51,14,55,174,95,192,73,80,20,105,139,43,8,61,57,428,0
2023,626,26,16,0,6,12,1,4,4,7,4,4,6,5,1,1,10,24,0
2024,626,26,57,21,70,168,37,64,26,35,32,92,85,51,29,37,112,310,0
2025,626,26,80,28,139,321,88,143,73,86,60,152,120,121,63,71,176,666,0
2023,627,25,40,0,28,81,39,97,27,41,11,33,59,19,6,43,43,189,0
2025,627,3,79,56,126,401,177,378,107,139,63,234,175,82,30,116,209,839,0
2025,628,16,16,0,3,7,15,19,4,9,6,22,4,5,4,4,11,43,0
2026,628,16,23,0,8,25,18,38,13,17,16,27,2,5,5,10,18,73,0
2022,630,3,48,23,48,136,62,131,16,19,44,128,31,29,24,42,85,284,0
2024,630,26,54,0,20,52,14,30,5,9,9,33,15,10,4,4,26,93,0
2025,630,7,40,18,22,54,45,81,12,13,22,93,42,19,20,16,62,168,0
2021,631,3,35,32,85,189,239,414,210,238,13,234,195,25,45,120,70,943,0
2022,631,3,55,55,115,300,463,815,372,409,29,378,351,48,52,191,113,1643,4
2024,631,24,75,75,168,407,583,1029,362,423,41,454,378,69,91,244,133,2032,1
2025,631,24,62,62,160,372,432,752,303,361,23,351,263,50,77,190,104,1647,0
2026,631,11,59,59,138,343,403,720,320,360,33,291,266,50,53,192,116,1540,0
2021,632,1,69,49,140,386,176,345,50,64,38,193,241,82,18,79,165,822,0
2022,632,1,74,60,160,411,185,349,42,52,32,222,203,55,26,91,185,892,0
2023,632,26,75,75,205,510,215,356,95,131,42,209,221,80,24,97,181,1140,0
2024,632,26,64,59,123,341,125,219,36,47,38,186,166,45,23,53,135,655,0
2021,633,20,42,0,35,89,21,54,16,20,10,51,19,12,6,17,37,163,0
2024,633,9,31,11,31,94,55,92,20,22,18,57,23,13,7,22,50,223,0
2025,633,10,14,0,4,15,14,21,6,8,7,10,5,2,4,4,6,46,0
2021,634,6,25,25,57,156,46,96,42,51,17,169,63,16,2,38,26,305,0
2022,634,6,74,4,187,477,140,284,166,198,87,449,160,26,18,98,101,1007,0
2024,634,16,55,5,84,244,74,115,85,108,59,279,115,18,10,48,97,485,0
2025,634,16,23,9,24,67,17,48,16,23,22,72,22,15,4,14,21,122,0
2026,634,29,34,5,47,131,26,54,32,39,51,146,63,12,9,28,52,225,0
2026,635,20,18,0,6,17,7,17,2,5,9,15,19,6,0,11,18,34,0
2022,636,6,24,3,6,26,9,20,3,4,2,9,30,3,0,7,11,39,0
2021,637,11,26,23,50,161,106,206,69,94,20,79,164,19,8,91,61,431,0
2022,637,11,61,61,155,413,180,395,124,193,43,224,376,69,22,192,156,949,1
2023,637,11,59,59,141,385,250,499,207,264,76,238,338,82,17,188,156,1130,1
2026,637,17,35,33,45,136,176,342,125,144,31,150,258,78,16,103,77,612,2
2023,638,22,34,0,16,43,31,64,31,41,28,42,16,17,5,21,53,141,0
2021,639,10,61,34,4,17,104,180,31,48,117,205,119,21,22,37,136,251,0
2022,639,10,82,80,0,1,208,363,75,125,208,388,165,50,52,67,215,491,0
2023,639,10,82,70,0,1,242,383,94,155,274,486,207,52,50,45,225,578,0
2024,639,10,74,36,0,1,139,232,56,83,143,276,133,28,29,50,155,334,0
2025,639,10,76,6,2,5,141,273,56,99,185,277,118,46,37,39,154,344,0
2026,639,19,18,6,1,9,22,43,5,8,42,54,25,6,9,8,32,52,0
2024,641,29,75,44,147,440,172,375,189,223,15,196,332,36,7,188,91,974,0
2025,641,29,67,35,174,507,185,412,233,285,26,227,377,46,9,183,111,1125,0
2026,641,29,52,52,132,354,258,502,334,375,23,174,325,57,14,164,118,1246,0
2026,642,24,28,0,2,10,19,32,9,13,20,29,4,2,15,19,23,53,0
2022,643,28,55,28,0,14,97,186,53,71,122,117,56,30,26,29,104,247,0
2023,643,28,20,0,1,2,18,30,4,5,8,17,7,5,5,8,24,43,0
2021,644,17,68,68,151,365,360,709,212,236,54,352,370,74,9,178,160,1385,0
2022,644,17,66,66,162,434,290,587,259,291,41,315,358,76,18,190,160,1325,0
2023,644,17,33,19,51,162,126,244,92,102,28,112,163,23,5,71,68,497,0
2024,644,17,55,55,94,247,223,396,100,120,40,217,292,51,15,127,141,828,1
2021,646,9,26,18,20,72,51,129,14,17,6,63,138,27,10,83,57,176,0
2022,646,9,66,40,44,167,132,292,57,74,36,174,277,78,35,111,183,453,0
2023,646,9,76,56,80,286,227,529,92,112,28,193,470,104,28,173,219,786,0
2024,646,9,42,31,22,74,95,209,33,50,11,108,205,36,20,51,75,289,0
2021,647,15,18,1,10,33,9,24,9,11,6,18,8,5,8,2,20,57,0
2022,647,15,36,3,27,86,16,41,5,8,21,39,22,23,15,13,58,118,0
2021,648,19,54,0,40,120,90,217,43,51,12,59,124,38,10,34,88,343,0
2022,648,19,24,0,13,58,46,88,10,12,9,30,49,11,1,26,17,141,0
2023,648,19,25,0,15,34,25,54,19,22,5,28,23,10,2,10,24,114,0
2021,649,11,45,8,35,96,127,222,60,84,73,169,48,30,41,38,89,419,0
2022,649,11,79,2,60,168,219,355,78,123,80,217,101,34,40,60,113,696,0
2023,649,11,82,49,68,216,342,504,151,222,126,326,123,41,30,91,147,1039,0
2025,650,4,36,15,33,130,71,171,41,50,39,70,112,34,6,56,56,282,0
2022,651,10,32,32,114,296,132,277,46,51,15,110,88,16,17,43,54,652,0
2023,651,10,69,69,301,731,245,521,116,132,39,247,163,49,29,123,130,1509,0
2024,651,10,77,63,268,692,222,441,127,137,35,219,176,50,35,117,127,1375,0
2025,651,7,72,72,216,553,145,324,67,74,44,202,145,50,30,88,81,1005,0
2026,651,7,56,8,166,430,67,161,30,40,15,115,76,28,16,54,56,662,0
2024,652,13,44,0,14,48,23,42,1,2,20,42,25,12,6,9,49,89,0
2025,652,13,40,0,6,26,27,46,5,7,19,46,24,7,4,12,23,77,0
2024,653,1,17,0,9,40,25,52,4,8,6,27,27,7,5,10,20,81,0
2025,653,1,10,0,4,19,14,28,13,18,5,16,17,3,2,8,9,53,0
2026,653,14,10,1,3,19,7,17,8,8,1,8,5,2,3,4,6,31,0
2026,654,13,53,15,58,145,78,155,43,53,27,102,87,32,7,70,113,373,0
2026,657,4,63,62,222,505,197,349,156,179,77,263,216,47,16,135,138,1216,0
2021,658,14,15,0,0,0,3,10,6,13,4,15,1,2,4,11,8,12,0
2022,659,25,14,3,1,11,43,91,17,18,9,40,79,23,3,32,38,106,0
2023,659,29,22,3,17,36,99,180,41,53,9,91,124,25,10,35,58,290,0
2024,659,29,66,32,41,111,106,202,22,32,50,139,254,68,28,79,135,357,0
2025,659,13,74,58,75,224,117,213,15,22,53,198,210,128,27,74,197,474,0
2026,659,13,63,57,63,168,124,213,57,73,47,159,230,93,8,91,146,494,0
2024,660,25,62,29,49,183,96,183,37,56,85,139,80,53,21,55,92,376,0
2025,660,25,69,6,27,120,90,159,26,57,76,106,68,35,17,43,66,287,0
2026,660,25,40,15,22,89,72,119,32,45,69,84,47,43,17,33,71,242,0
2021,661,7,43,43,97,258,228,425,118,138,82,299,68,20,58,51,115,865,0
2023,661,30,65,65,137,356,370,662,354,416,114,432,174,58,100,137,196,1505,0
2024,661,2,57,57,110,293,278,459,259,302,97,312,115,42,111,89,156,1145,0
2025,661,2,42,42,103,250,174,324,161,199,68,216,87,31,63,53,116,818,0
2021,663,15,69,69,94,261,214,397,144,184,52,344,250,84,57,86,120,854,0
2022,663,15,69,11,36,109,173,360,67,105,69,299,183,77,45,71,108,521,0
2023,663,18,69,46,43,105,209,390,100,136,66,302,335,78,63,103,146,647,3
2024,663,18,79,10,11,48,188,385,97,137,60,213,331,71,47,91,128,506,0
2025,664,29,72,27,77,220,183,298,93,143,112,328,140,48,22,102,171,690,0
2026,664,29,63,27,54,161,183,320,123,166,119,314,141,59,31,99,192,651,0
2021,665,26,31,0,13,46,16,42,16,20,5,30,32,6,0,11,20,87,0
2022,665,16,19,0,14,40,12,25,8,12,4,13,17,7,1,13,12,74,0
2021,666,14,68,32,137,380,198,377,67,97,108,309,127,35,41,113,121,874,0
2022,666,30,66,66,128,375,295,561,156,219,70,491,233,42,57,169,128,1130,1
2023,666,30,64,64,160,481,352,661,173,237,55,408,239,36,29,190,145,1357,1
2024,666,30,70,70,151,450,457,863,186,240,62,402,296,37,49,192,153,1553,0
2026,666,17,58,33,67,190,219,395,120,166,51,224,150,34,21,91,116,759,0
2021,667,28,46,46,131,331,129,265,140,160,35,212,338,45,14,126,143,791,2
2022,667,16,63,63,144,382,132,245,148,174,33,249,474,67,17,168,177,844,2
2023,667,16,55,44,107,310,89,175,116,135,43,182,281,57,21,103,143,615,1
2025,667,23,35,12,29,88,12,29,27,33,11,56,96,33,11,21,62,138,0
2021,669,3,54,54,152,378,397,708,201,218,52,205,324,76,37,130,140,1451,0
2022,669,3,29,29,100,239,189,377,118,129,16,111,167,41,17,73,81,796,0
2024,669,7,58,58,173,421,389,710,190,210,44,246,299,74,28,106,112,1487,0
2025,669,7,50,50,144,359,303,586,196,214,60,180,231,66,23,111,101,1234,0
2025,670,30,68,38,114,354,89,192,70,93,49,236,169,68,50,97,201,590,0
2026,670,30,48,48,99,260,154,317,105,131,43,202,214,48,43,125,169,710,0
2021,671,16,37,9,12,50,24,46,8,15,21,47,19,10,11,15,59,92,0
2022,671,16,21,0,9,26,21,43,8,11,11,30,14,4,7,5,25,77,0
2023,671,26,35,3,7,21,9,17,7,8,7,27,13,7,7,7,39,46,0
2026,672,5,21,0,2,8,9,20,4,10,16,30,16,4,1,5,25,28,0
2021,673,6,40,0,4,25,58,111,37,51,24,72,25,17,13,23,53,165,0
2022,673,6,63,13,18,65,138,254,53,75,47,117,44,31,18,41,106,383,0
2023,673,6,62,25,30,95,99,193,40,57,48,159,33,27,19,27,79,328,0
2025,673,15,17,1,8,27,21,36,8,11,4,34,8,5,3,10,15,74,0
2022,674,3,47,12,14,46,238,412,89,102,73,185,42,14,47,44,78,607,0
2021,675,4,51,31,92,261,201,411,125,165,63,239,313,81,18,145,136,803,1
2022,675,4,75,75,220,565,318,689,212,243,108,393,571,119,30,245,237,1508,5
2023,675,4,36,36,144,383,152,338,102,122,42,189,304,46,11,129,118,838,3
2024,675,4,22,22,70,197,113,226,90,104,29,84,176,40,4,83,79,526,1
2025,675,4,47,47,179,528,227,475,193,229,47,185,346,54,13,167,157,1184,0
2026,675,4,54,51,190,523,175,397,118,131,44,214,393,62,12,152,139,1038,1
2021,677,3,61,12,129,333,57,123,66,78,11,101,99,31,10,48,93,567,0
2022,677,24,69,14,123,334,68,151,68,81,16,110,108,28,9,41,92,573,0
2023,677,24,40,9,75,199,38,101,45,51,11,56,93,26,5,36,61,346,0
2024,677,30,46,5,53,157,65,117,38,46,16,46,54,25,10,30,76,327,0
2025,677,20,50,0,62,156,44,74,12,18,11,50,27,23,2,22,52,286,0
2026,677,20,39,9,84,203,46,80,48,66,18,52,59,21,8,20,62,392,0
2021,678,24,40,0,36,85,30,62,22,23,7,35,26,8,0,13,25,190,0
2021,679,6,35,27,41,114,87,158,30,49,54,181,107,61,17,55,72,327,0
2023,679,19,65,1,14,42,172,263,55,79,106,248,119,56,37,42,133,441,0
2024,679,19,61,0,27,65,111,176,47,61,94,213,113,61,19,49,98,350,0
2025,679,1,24,3,34,76,46,79,9,13,23,80,38,20,13,16,37,203,0
2026,679,6,27,2,16,50,19,45,3,5,23,48,26,15,4,12,48,89,0
2021,680,5,51,26,119,296,131,225,76,92,35,233,45,26,15,52,75,695,0
2022,680,6,61,61,136,380,177,323,138,159,59,286,81,45,30,54,130,900,0
2023,680,29,66,66,200,511,371,634,349,399,130,440,123,42,38,127,137,1691,0
2024,680,29,55,55,175,439,252,451,249,277,122,327,110,50,26,77,100,1278,0
2025,680,29,47,47,138,399,158,301,162,185,72,206,70,33,17,66,79,892,0
2026,680,29,42,42,115,324,269,481,240,268,84,205,89,42,21,63,77,1123,0
2024,682,4,26,3,9,20,16,32,10,15,9,39,24,8,11,6,19,69,0
2022,684,18,35,2,5,18,12,36,11,13,16,27,21,6,0,13,26,50,0
2023,684,29,14,0,0,4,3,16,0,0,4,3,7,3,1,7,10,6,0
2021,685,14,45,45,104,285,318,538,178,255,29,317,350,48,25,168,70,1126,5
2022,685,14,56,56,161,448,479,773,254,336,63,396,349,73,59,196,121,1695,6
2023,685,14,55,54,121,377,488,842,251,327,65,392,375,50,32,178,88,1590,2
2024,685,14,71,71,149,363,536,906,303,404,61,457,589,89,38,245,78,1822,5
2025,685,14,70,70,149,396,502,874,259,331,72,474,575,70,39,260,99,1710,10
2026,685,14,44,44,63,201,291,501,172,231,32,216,308,48,28,134,59,943,1
2024,686,18,17,0,2,5,11,15,1,2,5,15,8,2,1,1,5,29,0
2025,686,18,13,0,0,5,6,10,8,8,3,8,0,2,1,2,2,20,0
2024,687,10,37,0,32,88,24,53,20,29,21,51,36,6,2,17,44,164,0
2026,688,4,28,0,22,58,12,30,25,31,11,49,23,5,3,12,35,115,0
2025,689,17,13,0,0,2,2,6,5,10,7,5,2,2,2,6,9,9,0
2022,690,17,19,0,9,26,17,35,19,35,3,22,23,5,1,12,17,80,0
2022,691,21,25,1,53,146,18,29,4,5,6,67,24,19,8,11,31,199,0
2023,691,21,41,0,58,162,12,16,16,20,16,59,28,14,11,10,42,214,0
2024,691,21,38,0,37,85,12,19,2,2,7,33,24,5,7,7,23,137,0
2026,691,27,33,0,19,57,5,8,1,1,3,19,12,5,1,5,18,68,0
2021,693,27,60,38,100,282,156,327,57,70,14,141,101,29,15,65,101,669,0
2022,693,27,70,6,111,353,200,411,116,148,18,163,152,44,19,71,98,849,0
2023,693,14,56,32,91,249,145,278,91,106,14,95,64,30,17,46,71,654,0
2024,693,3,58,0,104,271,104,221,45,59,13,114,74,32,20,51,71,565,0
2025,693,23,20,7,45,127,44,85,24,30,6,57,50,10,5,25,27,247,0
2021,694,19,55,55,172,455,118,245,50,64,33,230,316,82,31,123,103,802,1
2022,694,5,35,35,110,260,52,123,21,28,35,155,178,64,31,82,85,455,1
2025,694,5,35,14,67,195,22,48,22,27,25,93,115,47,17,41,55,267,0
2026,694,6,35,3,40,147,13,29,14,21,26,114,136,45,9,52,46,160,0
2022,695,1,56,0,37,102,88,218,67,78,16,71,105,28,3,43,48,354,0
2022,696,26,10,0,8,27,7,20,7,10,0,12,9,2,1,0,14,45,0
2021,698,21,52,52,113,329,134,310,122,164,38,151,88,45,19,79,134,729,0
2022,698,21,51,51,130,391,163,335,161,191,38,174,88,46,18,88,149,877,0
2023,698,21,74,73,135,409,204,464,200,259,128,216,154,75,23,92,243,1013,0
2024,698,21,79,79,156,396,132,261,128,155,74,210,113,72,47,74,228,860,0
2025,698,21,71,71,170,413,88,180,33,46,89,204,115,79,39,51,208,719,0
2026,698,21,54,54,102,301,64,128,37,48,46,162,72,46,22,45,154,471,0
2021,699,7,66,66,192,548,455,803,344,471,54,473,567,64,36,281,152,1830,11
2022,699,7,65,65,201,569,440,834,364,489,56,537,568,75,36,292,145,1847,10
2023,699,7,66,66,185,541,534,908,515,694,54,515,529,90,33,236,166,2138,10
2024,699,7,70,70,284,744,520,908,478,608,59,588,686,99,38,282,149,2370,21
2026,699,14,51,51,190,525,341,594,405,524,35,363,433,75,27,204,122,1657,6
2022,700,9,32,5,16,49,50,98,38,61,58,42,20,9,6,18,55,186,0
2023,700,18,28,0,14,39,49,77,41,52,33,30,18,3,2,14,43,181,0
2024,700,18,25,0,9,32,27,43,18,25,19,12,4,4,1,6,24,99,0
2025,700,18,39,0,10,36,42,69,24,35,31,23,11,6,3,12,29,138,0
2026,700,2,53,4,37,86,103,159,68,90,123,89,50,20,24,31,116,385,0
2021,701,27,33,4,12,43,35,62,16,29,16,52,15,8,8,20,43,122,0
2024,701,29,43,7,13,64,47,94,44,56,22,80,19,5,7,28,32,177,0
2021,702,13,63,17,100,224,97,190,26,31,15,146,104,23,9,48,91,520,0
2022,702,13,70,13,190,423,97,216,69,77,20,209,146,42,6,60,101,833,0
2024,702,15,39,22,107,238,34,77,40,45,11,102,136,20,2,54,39,429,0
2025,702,15,65,11,113,261,93,170,51,57,37,146,215,50,5,72,59,576,0
2023,703,2,69,0,3,13,110,157,32,39,86,111,53,11,46,25,81,261,0
2024,703,2,63,7,1,1,141,202,49,54,118,143,67,23,61,21,77,334,0
2025,703,2,73,16,0,3,187,277,67,97,190,198,117,36,71,31,119,441,0
2026,703,27,53,22,0,0,146,224,75,92,154,183,98,23,59,25,97,367,0
2025,704,6,12,0,0,9,5,11,2,2,8,12,8,1,1,8,6,12,0
2026,704,6,12,0,1,16,8,20,9,9,9,15,9,7,4,3,6,28,0
2021,707,28,47,14,54,168,73,172,45,56,10,106,137,38,7,43,68,353,0
2022,707,28,44,5,30,90,42,93,15,24,10,53,70,20,4,13,45,189,0
2023,707,28,53,2,47,133,40,109,25,33,15,61,70,21,4,25,65,246,0
2023,708,27,66,32,77,255,192,356,58,70,28,153,127,33,7,76,115,673,0
2024,708,27,75,29,93,268,178,360,55,63,28,120,156,27,8,91,94,690,0
2025,708,27,47,0,34,84,53,106,27,33,7,44,38,11,2,34,29,235,0
2026,708,30,28,0,14,37,29,54,28,34,12,32,23,10,3,15,21,128,0
2021,709,12,56,56,145,374,299,606,153,177,58,236,329,49,15,115,110,1186,0
2022,709,12,36,36,58,186,185,357,143,167,33,152,212,30,14,77,71,687,1
2023,709,2,67,0,132,297,222,435,160,184,42,238,248,45,18,98,109,1000,0
2024,709,25,39,25,82,199,136,297,95,116,28,120,214,27,8,60,58,613,0
2025,709,30,24,13,16,56,88,184,81,92,21,70,98,13,5,38,30,305,0
2026,713,10,10,0,2,6,7,12,4,6,10,11,5,5,3,3,9,24,0
2021,714,18,37,36,128,321,136,279,68,80,28,134,88,30,7,60,62,724,0
2022,714,18,79,18,240,637,92,213,49,60,26,201,116,43,12,43,88,953,0
2024,714,17,79,77,224,542,96,180,25,35,41,249,108,59,9,54,158,889,0
2025,714,9,82,18,319,766,142,305,95,140,47,167,139,73,5,83,125,1336,0
2021,716,4,42,0,85,212,88,187,59,72,14,87,87,19,4,55,47,490,0
2022,716,14,76,37,173,442,218,384,93,117,37,219,218,61,29,122,138,1048,0
2023,716,26,77,0,143,398,214,398,184,207,32,171,298,49,20,146,125,1041,0
2024,716,26,72,0,148,423,248,470,170,205,28,184,370,45,39,150,156,1110,0
2025,716,26,65,45,139,428,273,511,154,178,30,215,362,61,38,159,158,1117,0
2026,716,26,51,0,104,258,123,263,74,85,13,85,136,31,18,75,81,632,0
2021,719,17,14,1,1,8,15,32,11,14,8,26,8,7,6,3,16,44,0
2022,719,21,13,3,0,5,25,42,6,11,17,42,2,5,9,7,33,56,0
2023,719,6,22,2,7,21,17,29,2,2,8,22,8,4,9,12,26,57,0
2021,721,14,52,42,50,122,38,72,36,50,38,177,109,26,58,53,115,262,0
2025,723,23,10,4,5,32,22,37,8,10,23,47,10,9,12,7,16,67,0
2022,724,16,12,0,1,4,4,17,2,5,9,14,7,5,3,2,16,13,0
2021,725,13,57,29,140,296,136,288,73,89,35,199,58,34,15,57,117,765,0
2022,725,13,54,54,101,275,199,416,129,148,26,213,113,28,18,69,115,830,0
2023,725,13,65,65,112,308,162,335,68,87,29,229,114,42,21,56,136,728,0
2024,726,9,71,11,90,240,129,272,58,66,11,114,236,44,12,90,103,586,0
2025,726,9,57,1,58,152,79,144,43,51,18,51,133,37,4,54,72,375,0
2026,726,9,21,1,21,51,15,32,10,11,2,17,39,16,2,17,16,103,0
2021,727,2,48,45,93,282,110,228,128,162,36,131,273,72,23,96,126,627,0
2022,727,2,71,71,119,360,181,358,142,179,42,228,417,119,18,159,160,861,0
2023,727,2,61,61,115,342,135,260,88,118,46,145,382,93,23,143,172,703,0
2024,727,15,20,20,42,134,60,103,43,56,6,47,86,41,5,62,53,289,0
2026,727,14,53,46,85,247,80,160,88,109,32,119,151,70,21,82,139,503,0
2023,728,17,52,11,47,142,49,101,27,37,38,77,35,21,7,45,71,266,0
2024,728,17,48,1,30,75,51,91,19,28,22,77,31,13,7,27,54,211,0
2023,730,4,43,17,0,0,160,251,67,97,93,211,18,28,45,40,94,387,0
