"",Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
662,2024,2025-01-25,"WAS 109, PHX 119",4.9,65.4,1.2,K. Durant: +20.3%,K. George: -2.9%
663,2024,2025-01-25,"TOR 117, ATL 94",4.8,63.3,2.8,C. Boucher: +17.6%,B. Brown: -16.7%
664,2024,2025-01-25,"BOS 122, DAL 107",4.2,57.2,1.9,D. White: +14.0%,M. Kleber: -9.1%
665,2024,2025-01-25,"DEN 104, MIN 133",4.0,54.2,1.0,J. Murray: +13.8%,J. Strawther: -7.5%
666,2024,2025-01-25,"UTA 103, MEM 125",3.8,54.8,1.2,J. Jackson Jr.: +20.0%,L. Markkanen: -10.8%
667,2024,2025-01-25,"NOP 92, CHA 123",3.2,47.9,1.4,S. Curry: +10.8%,C. McCollum: -10.7%
668,2024,2025-01-26,"OKC 118, POR 108",5.3,66.0,2.0,T. Camara: +17.4%,R. Williams III: -13.2%
669,2024,2025-01-27,"ORL 119, MIA 125",11.6,83.9,29.9,B. Adebayo: +28.4%,P. Banchero: -59.5%
670,2024,2025-01-27,"HOU 114, BOS 112",9.7,92.2,15.7,A. Thompson: +65.8%,J. Holiday: -16.2%
671,2024,2025-01-27,"DEN 121, CHI 129",7.5,82.3,5.0,L. Ball: +22.3%,P. Watson: -11.6%
672,2024,2025-01-27,"LAC 109, PHX 111",6.9,77.5,1.7,D. Booker: +23.4%,K. Porter Jr.: -9.0%
673,2024,2025-01-27,"SAC 110, BKN 96",6.8,85.1,2.9,D. Fox: +31.1%,D. Carter: -10.4%
674,2024,2025-01-27,"NOP 104, TOR 113",6.1,73.0,1.2,Z. Williamson: +18.4%,J. Shead: -12.0%
675,2024,2025-01-27,"ATL 92, MIN 100",5.5,64.4,1.0,D. Hunter: +15.9%,O. Okongwu: -10.4%
676,2024,2025-01-27,"LAL 112, CHA 107",5.5,63.8,1.0,A. Davis: +26.8%,N. Smith Jr.: -8.1%
677,2024,2025-01-27,"DET 91, CLE 110",4.3,63.7,1.0,T. Jerome: +10.2%,T. Harris: -13.3%
678,2024,2025-01-27,"MEM 106, NYK 143",4.0,56.3,1.2,M. Bridges: +11.7%,D. Bane: -8.9%
679,2024,2025-01-27,"MIL 125, UTA 110",3.8,55.8,1.4,G. Antetokounmpo: +22.4%,I. Collier: -9.3%
680,2024,2025-01-27,"WAS 108, DAL 130",1.4,22.1,1.0,K. Thompson: +18.7%,K. Kuzma: -11.7%
681,2024,2025-01-28,"UTA 103, GSW 114",6.5,75.0,1.9,C. Sexton: +17.7%,K. George: -11.2%
682,2024,2025-01-28,"HOU 100, ATL 96",6.2,79.7,2.0,J. Tate: +20.9%,T. Young: -14.9%
683,2024,2025-01-28,"MIL 112, POR 125",5.5,72.4,3.3,A. Simons: +19.7%,K. Middleton: -6.8%
684,2024,2025-01-28,"LAL 104, PHI 118",3.3,53.5,2.0,T. Maxey: +32.2%,L. James: -6.7%
685,2024,2025-01-29,"OKC 109, GSW 116",7.9,85.8,4.9,S. Curry: +34.0%,L. Dort: -12.3%
686,2024,2025-01-29,"LAC 128, SAS 116",7.6,85.1,1.6,I. Zubac: +23.5%,D. Jones Jr.: -6.5%
687,2024,2025-01-29,"DAL 137, NOP 136",7.4,83.4,2.6,T. Murphy III: +29.0%,Y. Missi: -7.6%
688,2024,2025-01-29,"DEN 112, NYK 122",6.5,83.5,3.2,J. Brunson: +29.9%,R. Westbrook: -8.5%
689,2024,2025-01-29,"SAC 104, PHI 117",6.4,84.4,6.7,R. Council IV: +20.5%,K. Ellis: -12.4%
690,2024,2025-01-29,"DET 119, IND 133",5.8,69.9,1.0,P. Siakam: +28.5%,P. Reed: -6.2%
691,2024,2025-01-29,"MIN 121, PHX 113",5.7,75.4,3.3,K. Durant: +23.0%,D. Booker: -14.5%
692,2024,2025-01-29,"CLE 126, MIA 106",3.8,57.5,1.0,D. Mitchell: +14.1%,J. Jaquez Jr.: -4.5%
693,2024,2025-01-29,"CHI 100, BOS 122",3.1,47.1,1.0,K. Porzi??is: +21.6%,C. White: -8.6%
694,2024,2025-01-29,"BKN 104, CHA 83",3.0,50.7,1.0,J. Wilson: +9.3%,N. Smith Jr.: -10.2%
695,2024,2025-01-29,"TOR 106, WAS 82",2.2,40.3,1.0,S. Barnes: +6.1%,J. Poole: -7.7%
696,2024,2025-01-30,"HOU 119, MEM 120",10.2,88.9,15.6,J. Jackson Jr.: +51.0%,F. VanVleet: -38.9%
697,2024,2025-01-30,"MIN 138, UTA 113",3.8,57.6,3.0,A. Edwards: +21.7%,I. Collier: -8.0%
698,2024,2025-01-30,"ATL 115, CLE 137",3.8,56.9,1.3,Z. Risacher: +23.6%,T. Young: -6.2%
699,2024,2025-01-30,"ORL 90, POR 119",3.5,58.2,2.3,S. Sharpe: +13.6%,A. Black: -7.1%
700,2024,2025-01-30,"LAL 134, WAS 96",2.0,35.1,1.1,R. Hachimura: +9.3%,J. Valan?i?nas: -7.6%
701,2024,2025-01-31,"BOS 118, NOP 116",10.0,93.4,1.6,J. Brown: +43.5%,Y. Missi: -15.8%
702,2024,2025-01-31,"DEN 137, PHI 134",9.6,93.0,3.9,N. Joki?: +66.9%,R. Westbrook: -12.2%
703,2024,2025-01-31,"LAC 112, CHA 104",6.9,83.0,1.2,N. Powell: +20.9%,N. Smith Jr.: -14.6%
704,2024,2025-01-31,"DAL 102, DET 117",6.1,76.4,2.2,C. Cunningham: +19.3%,D. Exum: -6.4%
705,2024,2025-01-31,"CHI 122, TOR 106",5.3,71.9,1.4,J. Smith: +13.3%,S. Barnes: -8.8%
706,2024,2025-01-31,"MIL 118, SAS 144",5.2,68.1,1.6,K. Johnson: +21.5%,G. Trent Jr.: -5.8%
707,2024,2025-01-31,"PHX 130, GSW 105",3.6,50.3,1.2,D. Booker: +12.8%,G. Payton II: -8.0%
708,2024,2025-02-01,"MIA 105, SAS 103",10.3,94.9,2.8,B. Adebayo: +56.4%,T. Herro: -47.1%
709,2024,2025-02-01,"WAS 105, MIN 103",9.1,90.1,2.3,K. Kuzma: +31.9%,N. Alexander-Walker: -18.8%
710,2024,2025-02-01,"ATL 127, IND 132",8.4,85.2,2.1,P. Siakam: +31.1%,L. Nance Jr.: -7.8%
711,2024,2025-02-01,"DEN 107, CHA 104",8.1,80.5,27.2,N. Joki?: +34.3%,K. Simpson: -22.3%
712,2024,2025-02-01,"LAL 128, NYK 112",6.6,81.0,1.2,M. Christie: +20.4%,J. Brunson: -29.6%
713,2024,2025-02-01,"BKN 110, HOU 98",3.8,54.3,1.2,Z. Williams: +9.7%,C. Whitmore: -10.7%
714,2024,2025-02-01,"PHX 108, POR 127",3.6,53.3,1.2,D. Booker: +17.6%,N. Richards: -8.2%
715,2024,2025-02-01,"ORL 99, UTA 113",3.3,51.2,1.1,F. Wagner: +12.5%,P. Banchero: -19.8%
716,2024,2025-02-01,"SAC 110, OKC 144",2.7,41.0,1.4,S. Gilgeous-Alexander: +11.0%,M. Monk: -6.4%
717,2024,2025-02-02,"MEM 132, MIL 119",8.8,87.1,5.5,J. Jackson Jr.: +26.1%,J. LaRavia: -9.2%
718,2024,2025-02-02,"CHI 119, DET 127",6.1,75.8,1.8,N. Vu?evi?: +15.9%,C. White: -11.3%
719,2024,2025-02-02,"BOS 118, PHI 110",5.6,67.0,146.1,J. Tatum: +35.3%,R. Council IV: -16.8%
720,2024,2025-02-02,"LAC 108, TOR 115",5.0,73.8,1.4,G. Dick: +14.8%,K. Leonard: -16.7%
721,2024,2025-02-02,"DAL 101, CLE 144",1.5,24.4,1.0,D. Garland: +9.9%,D. Exum: -12.3%
722,2024,2025-02-03,"PHX 119, POR 121",12.3,91.9,2.6,R. O'Neale: +43.8%,J. Grant: -18.1%
723,2024,2025-02-03,"HOU 118, NYK 124",9.7,86.2,9.4,J. Brunson: +45.5%,J. Green: -21.0%
724,2024,2025-02-03,"IND 112, UTA 111",9.7,84.0,45.7,P. Siakam: +14.7%,K. George: -23.0%
725,2024,2025-02-03,"ATL 132, DET 130",9.1,87.5,1.9,T. Young: +62.9%,K. Wallace: -4.6%
726,2024,2025-02-03,"SAC 116, MIN 114",8.1,87.7,1.1,D. DeRozan: +32.7%,A. Edwards: -12.6%
727,2024,2025-02-03,"ORL 99, GSW 104",7.4,81.5,2.5,M. Moody: +22.5%,P. Banchero: -16.1%
728,2024,2025-02-03,"NOP 113, DEN 125",4.8,62.4,1.5,T. Murphy III: +29.9%,J. Hawkins: -10.5%
729,2024,2025-02-03,"SAS 109, MEM 128",4.8,60.4,1.7,G. Jackson: +15.0%,C. Paul: -7.4%
730,2024,2025-02-03,"WAS 124, CHA 114",4.5,56.5,1.6,C. Kispert: +18.6%,K. Simpson: -8.4%
731,2024,2025-02-03,"MIL 96, OKC 125",1.8,31.4,1.0,S. Gilgeous-Alexander: +14.5%,A. Green: -5.3%
732,2024,2025-02-04,"DAL 116, PHI 118",10.2,92.5,3.3,G. Yabusele: +22.5%,K. Edwards: -20.4%
733,2024,2025-02-04,"HOU 97, BKN 99",9.9,90.6,89.1,D. Russell: +42.7%,A. Thompson: -18.1%
734,2024,2025-02-04,"MIA 124, CHI 133",8.3,81.8,15.3,M. Buzelis: +34.6%,T. Herro: -15.5%
735,2024,2025-02-04,"NYK 121, TOR 115",6.0,68.3,1.6,G. Dick: +12.2%,S. Barnes: -22.7%
736,2024,2025-02-04,"BOS 112, CLE 105",5.5,64.7,1.2,D. White: +17.9%,E. Mobley: -11.7%
737,2024,2025-02-04,"IND 89, POR 112",5.4,74.6,1.0,A. Simons: +7.3%,D. Avdija: -13.1%
738,2024,2025-02-04,"LAL 122, LAC 97",2.5,40.2,1.0,D. Jones Jr.: +13.0%,J. Harden: -10.2%
739,2024,2025-02-05,"GSW 128, UTA 131",9.6,87.9,195.1,K. George: +71.3%,D. Green: -17.1%
740,2024,2025-02-05,"CLE 118, DET 115",8.8,82.7,1.1,C. Cunningham: +48.3%,C. LeVert: -17.0%
741,2024,2025-02-05,"SAS 126, ATL 125",8.6,74.9,1.2,V. Wembanyama: +50.4%,D. Fox: -10.4%
742,2024,2025-02-05,"MIA 108, PHI 101",7.5,83.6,1.4,N. Jovi?: +24.7%,G. Yabusele: -13.0%
743,2024,2025-02-05,"CHI 108, MIN 127",6.1,75.4,1.8,A. Edwards: +36.6%,R. Dillingham: -6.9%
744,2024,2025-02-05,"MEM 138, TOR 107",5.2,65.5,2.6,J. Jackson Jr.: +23.4%,L. Kennard: -5.8%
745,2024,2025-02-05,"NOP 119, DEN 144",4.7,66.7,1.6,M. Porter Jr.: +26.1%,J. Cain: -2.8%
746,2024,2025-02-05,"WAS 119, BKN 102",4.5,69.7,1.2,K. George: +12.0%,D. Russell: -14.8%
747,2024,2025-02-05,"PHX 109, OKC 140",3.9,56.6,3.5,S. Gilgeous-Alexander: +27.1%,D. Booker: -8.3%
748,2024,2025-02-05,"MIL 112, CHA 102",3.9,59.9,1.1,B. Portis: +16.0%,S. Curry: -8.5%
749,2024,2025-02-05,"ORL 130, SAC 111",3.7,56.3,1.4,F. Wagner: +19.5%,Z. LaVine: -9.9%
750,2024,2025-02-06,"SAC 102, POR 108",8.2,92.0,2.7,A. Simons: +48.6%,D. Sabonis: -20.5%
751,2024,2025-02-06,"IND 119, LAC 112",8.0,81.8,8.9,P. Siakam: +35.1%,N. Powell: -18.0%
752,2024,2025-02-06,"HOU 114, MIN 127",8.0,89.6,2.9,A. Edwards: +28.4%,R. Sheppard: -14.2%
753,2024,2025-02-06,"GSW 112, LAL 120",5.4,59.1,1.0,L. James: +15.3%,B. Podziemski: -16.0%
754,2024,2025-02-06,"ORL 90, DEN 112",3.8,57.5,1.6,M. Porter Jr.: +19.7%,J. Strawther: -9.1%
755,2024,2025-02-06,"DAL 127, BOS 120",3.1,48.6,1.1,K. Thompson: +21.5%,J. Tatum: -2.3%
756,2024,2025-02-07,"UTA 127, PHX 135",10.5,80.4,453.6,G. Allen: +53.8%,K. George: -10.7%
757,2024,2025-02-07,"SAS 116, CHA 117",8.2,71.5,5.8,M. Bridges: +92.4%,M. Diabaté: -17.0%
758,2024,2025-02-07,"CLE 134, WAS 124",7.6,84.8,1.8,J. Poole: +27.7%,C. Kispert: -5.2%
759,2024,2025-02-07,"MIA 86, BKN 102",7.0,84.0,5.3,C. Johnson: +14.4%,T. Herro: -18.9%
760,2024,2025-02-07,"MIL 110, ATL 115",6.7,75.8,19.6,G. Trent Jr.: +18.7%,K. Kuzma: -6.5%
761,2024,2025-02-07,"TOR 109, OKC 121",4.4,62.4,1.2,S. Gilgeous-Alexander: +18.9%,I. Quickley: -9.1%
762,2024,2025-02-07,"PHI 112, DET 125",2.4,38.7,1.1,M. Beasley: +15.5%,J. Embiid: -9.2%
763,2024,2025-02-08,"SAS 111, ORL 112",9.0,89.6,12.8,A. Black: +34.1%,D. Fox: -35.1%
764,2024,2025-02-08,"NOP 118, SAC 123",7.0,71.5,6.8,Z. Williamson: +25.5%,T. Murphy III: -16.0%
765,2024,2025-02-08,"POR 98, MIN 114",6.8,77.7,10.2,J. McDaniels: +23.0%,D. Ayton: -14.5%
766,2024,2025-02-08,"UTA 110, LAC 130",6.7,84.8,3.5,I. Zubac: +19.4%,K. Leonard: -10.3%
767,2024,2025-02-08,"HOU 105, DAL 116",5.6,64.1,1.1,N. Marshall: +21.2%,S. Adams: -10.1%
768,2024,2025-02-08,"ATL 125, WAS 111",5.1,67.4,1.8,G. Niang: +19.9%,J. Poole: -12.2%
769,2024,2025-02-08,"GSW 132, CHI 111",5.0,63.3,43.2,J. Butler: +21.4%,K. Huerter: -10.9%
770,2024,2025-02-08,"DEN 122, PHX 105",4.5,61.7,1.2,N. Joki?: +23.0%,M. Morris: -4.7%
771,2024,2025-02-08,"IND 117, LAL 124",3.8,50.4,1.1,A. Reaves: +26.3%,A. Nesmith: -8.6%
772,2024,2025-02-08,"OKC 125, MEM 112",3.6,50.2,1.1,A. Wiggins: +20.3%,J. Morant: -6.6%
773,2024,2025-02-08,"BOS 131, NYK 104",3.5,54.5,1.0,D. White: +17.4%,J. Brown: -6.8%
774,2024,2025-02-09,"TOR 87, HOU 94",7.1,87.7,2.8,J. Green: +21.5%,D. Brooks: -11.9%
775,2024,2025-02-09,"PHI 127, MIL 135",5.6,71.4,1.9,D. Lillard: +29.2%,K. Oubre Jr.: -8.2%
776,2024,2025-02-09,"CHA 102, DET 112",3.4,43.9,1.0,T. Harris: +11.5%,M. Bridges: -12.5%
777,2024,2025-02-10,"SAC 129, DAL 128",12.8,90.3,16.5,D. DeRozan: +100.2%,S. Dinwiddie: -22.2%
778,2024,2025-02-10,"ATL 112, ORL 106",8.3,91.3,2.4,T. Mann: +24.8%,T. Young: -13.9%
779,2024,2025-02-10,"SAS 131, WAS 121",7.2,83.9,1.6,S. Castle: +20.9%,J. Poole: -18.9%
780,2024,2025-02-10,"GSW 125, MIL 111",6.4,78.3,1.4,Q. Post: +23.1%,B. Hield: -8.1%
781,2024,2025-02-10,"CHA 89, BKN 97",3.8,56.4,1.5,T. Watford: +15.0%,K. Simpson: -10.8%
782,2024,2025-02-10,"POR 117, DEN 146",3.6,52.4,1.1,N. Joki?: +20.6%,T. Camara: -5.0%
783,2024,2025-02-10,"BOS 103, MIA 85",3.6,61.9,2.7,S. Hauser: +15.2%,K. Anderson: -7.9%
784,2024,2025-02-10,"MIN 107, CLE 128",2.6,38.7,1.0,E. Mobley: +11.0%,N. Reid: -5.2%
785,2024,2025-02-10,"NOP 101, OKC 137",2.3,36.7,1.1,A. Wiggins: +11.2%,K. Matkovi?: -6.4%
786,2024,2025-02-10,"UTA 113, LAL 132",2.0,36.8,1.1,A. Reaves: +10.3%,J. Clarkson: -5.2%
787,2024,2025-02-11,"TOR 106, PHI 103",9.7,94.2,1.9,I. Quickley: +29.1%,J. Embiid: -26.8%
788,2024,2025-02-11,"MEM 119, PHX 112",6.2,63.8,1.1,K. Durant: +23.4%,T. Washington Jr.: -10.2%
789,2024,2025-02-11,"NYK 128, IND 115",5.6,73.6,1.9,K. Towns: +31.9%,J. Brunson: -8.8%
790,2024,2025-02-11,"DET 132, CHI 92",1.7,29.8,1.0,M. Beasley: +8.8%,N. Vu?evi?: -10.9%
791,2024,2025-02-12,"ATL 148, NYK 149",11.8,77.7,5.7,J. Brunson: +56.6%,M. Gueye: -8.2%
792,2024,2025-02-12,"IND 134, WAS 130",9.9,75.6,25.3,J. Poole: +40.6%,A. Sarr: -20.2%
793,2024,2025-02-12,"MIL 103, MIN 101",9.6,90.9,3.1,N. Reid: +36.8%,A. Edwards: -27.3%
794,2024,2025-02-12,"GSW 107, DAL 111",9.5,80.0,1.8,K. Irving: +59.7%,K. Edwards: -20.9%
795,2024,2025-02-12,"PHX 111, HOU 119",8.4,89.7,4.4,T. Eason: +23.1%,T. Jones: -31.5%
796,2024,2025-02-12,"SAC 119, NOP 111",7.0,81.4,1.5,K. Ellis: +27.1%,Y. Missi: -13.3%
797,2024,2025-02-12,"PHI 96, BKN 100",5.6,75.3,1.2,T. Watford: +18.6%,J. Butler: -17.2%
798,2024,2025-02-12,"MIA 101, OKC 115",5.2,65.7,12.8,S. Gilgeous-Alexander: +32.7%,T. Herro: -6.5%
799,2024,2025-02-12,"DET 128, CHI 110",4.7,65.7,1.6,T. Harris: +14.0%,C. White: -14.1%
800,2024,2025-02-12,"LAL 119, UTA 131",4.4,60.3,1.3,L. Markkanen: +24.3%,L. Don?i?: -6.4%
801,2024,2025-02-12,"MEM 114, LAC 128",4.1,57.6,2.9,K. Leonard: +17.7%,J. Jackson Jr.: -13.8%
802,2024,2025-02-12,"POR 121, DEN 132",4.0,51.3,1.4,J. Murray: +24.6%,S. Sharpe: -6.1%
803,2024,2025-02-12,"SAS 103, BOS 116",3.8,50.5,1.1,J. Tatum: +13.5%,V. Wembanyama: -6.2%
804,2024,2025-02-12,"CLE 131, TOR 108",1.8,28.3,1.0,M. Strus: +8.2%,I. Quickley: -8.4%
805,2024,2025-02-13,"SAC 133, NOP 140",12.2,89.4,8.9,C. McCollum: +91.3%,T. Murphy III: -21.2%
806,2024,2025-02-13,"LAC 120, UTA 116",9.5,77.6,14.7,N. Powell: +41.8%,K. George: -35.5%
807,2024,2025-02-13,"MIA 113, DAL 118",8.6,90.3,3.3,D. Exum: +38.3%,J. Hardy: -15.6%
808,2024,2025-02-13,"GSW 105, HOU 98",5.6,63.0,1.2,S. Curry: +21.1%,J. Green: -10.9%
809,2024,2025-02-13,"OKC 101, MIN 116",5.2,67.9,1.1,N. Reid: +29.5%,I. Joe: -4.6%
810,2024,2025-02-19,"CHA 100, LAL 97",9.9,87.3,7.7,M. Bridges: +38.6%,R. Hachimura: -15.5%
811,2024,2025-02-20,"CHI 111, NYK 113",11.5,91.6,3.0,J. Giddey: +52.6%,L. Ball: -32.8%
812,2024,2025-02-20,"LAC 110, MIL 116",8.3,83.1,14.7,B. Lopez: +24.4%,J. Harden: -10.6%
813,2024,2025-02-20,"ORL 114, ATL 108",7.4,78.8,6.2,C. Anthony: +25.5%,D. Daniels: -26.7%
814,2024,2025-02-20,"LAL 110, POR 102",6.8,76.6,1.1,T. Camara: +20.2%,J. Grant: -24.7%
815,2024,2025-02-20,"CHA 115, DEN 129",6.6,75.5,1.4,M. Bridges: +24.1%,R. Westbrook: -10.9%
816,2024,2025-02-20,"CLE 110, BKN 97",6.4,77.8,2.5,C. Johnson: +17.7%,M. Strus: -10.2%
817,2024,2025-02-20,"PHX 109, SAS 120",6.1,71.3,1.1,K. Johnson: +22.7%,T. Jones: -9.7%
818,2024,2025-02-20,"MEM 113, IND 127",4.4,58.8,2.8,M. Turner: +16.0%,J. Morant: -11.5%
819,2024,2025-02-20,"BOS 124, PHI 104",3.0,48.2,1.1,P. Pritchard: +17.8%,K. Oubre Jr.: -6.3%
820,2024,2025-02-21,"MIA 120, TOR 111",9.6,85.5,6.1,R. Barrett: +59.4%,S. Barnes: -12.7%
821,2024,2025-02-21,"MEM 105, ORL 104",9.3,85.9,28.0,G. Jackson: +21.5%,P. Banchero: -40.8%
822,2024,2025-02-21,"MIN 115, HOU 121",8.2,87.7,1.2,A. Thompson: +24.3%,A. Sengun: -17.1%
823,2024,2025-02-21,"NOP 103, DAL 111",7.3,84.8,1.7,K. Irving: +27.2%,S. Dinwiddie: -19.6%
824,2024,2025-02-21,"MIL 104, WAS 101",6.3,71.7,5.0,B. Lopez: +28.5%,K. George: -15.5%
825,2024,2025-02-21,"DET 125, SAS 110",4.4,63.2,2.8,T. Harris: +16.9%,B. Biyombo: -8.5%
826,2024,2025-02-21,"GSW 132, SAC 108",3.7,56.8,1.6,M. Moody: +19.0%,J. LaRavia: -7.8%
827,2024,2025-02-21,"OKC 130, UTA 107",3.5,50.6,1.0,I. Joe: +9.3%,L. Markkanen: -11.7%
828,2024,2025-02-21,"NYK 105, CLE 142",2.2,38.7,1.4,D. Mitchell: +13.5%,P. Achiuwa: -7.9%
829,2024,2025-02-22,"BKN 105, PHI 103",8.1,77.5,3.3,T. Maxey: +44.2%,J. Embiid: -12.8%
830,2024,2025-02-22,"HOU 115, UTA 124",7.8,88.0,3.6,J. Green: +29.9%,I. Collier: -10.6%
831,2024,2025-02-22,"PHX 121, CHI 117",7.7,82.8,3.2,K. Durant: +35.4%,L. Ball: -20.2%
832,2024,2025-02-22,"LAL 123, DEN 100",5.2,71.6,1.0,R. Hachimura: +22.9%,N. Joki?: -7.7%
833,2024,2025-02-22,"CHA 88, POR 141",2.3,35.7,1.1,T. Camara: +7.4%,L. Ball: -6.4%
834,2024,2025-02-23,"DET 148, ATL 143",9.4,83.3,2.8,D. Schröder: +42.3%,T. Harris: -5.9%
835,2024,2025-02-23,"MEM 123, CLE 129",8.0,80.2,1.3,T. Jerome: +23.2%,D. Bane: -13.1%
836,2024,2025-02-23,"OKC 130, MIN 123",7.5,81.1,2.8,N. Alexander-Walker: +29.7%,J. McDaniels: -10.7%
837,2024,2025-02-23,"MIA 113, MIL 120",7.4,82.7,5.7,T. Herro: +32.3%,A. Wiggins: -18.0%
838,2024,2025-02-23,"PHX 109, TOR 127",6.4,73.7,1.1,B. Beal: +35.8%,K. Durant: -15.4%
839,2024,2025-02-23,"SAS 96, NOP 114",6.2,70.3,12.5,K. Matkovi?: +17.9%,S. Castle: -19.1%
840,2024,2025-02-23,"WAS 90, ORL 110",4.1,64.4,1.6,W. Carter Jr.: +5.8%,J. Poole: -8.1%
841,2024,2025-02-23,"NYK 105, BOS 118",3.7,54.0,1.0,D. White: +19.7%,P. Achiuwa: -4.7%
842,2024,2025-02-23,"LAC 111, IND 129",3.4,52.7,1.0,T. Haliburton: +15.1%,K. Dunn: -7.9%
843,2024,2025-02-23,"DAL 102, GSW 126",2.6,43.7,1.4,M. Moody: +6.1%,M. Christie: -7.7%
844,2024,2025-02-24,"POR 114, UTA 112",8.3,79.7,1.8,A. Simons: +21.8%,S. Mykhailiuk: -18.9%
845,2024,2025-02-24,"BKN 99, WAS 107",8.1,86.6,2.6,J. Poole: +31.6%,T. Watford: -22.8%
846,2024,2025-02-24,"LAC 97, DET 106",7.2,83.7,1.8,T. Harris: +14.6%,J. Harden: -36.9%
847,2024,2025-02-24,"MIN 131, OKC 128",7.1,52.7,2499.0,J. McDaniels: +31.9%,L. Dort: -31.5%
848,2024,2025-02-24,"MIA 86, ATL 98",6.4,78.0,1.4,O. Okongwu: +11.6%,T. Herro: -21.3%
849,2024,2025-02-24,"DEN 125, IND 116",5.4,69.6,1.1,A. Gordon: +15.2%,R. Westbrook: -9.1%
850,2024,2025-02-24,"CHA 88, SAC 130",3.8,51.8,1.5,Z. LaVine: +18.1%,J. Green: -8.2%
851,2024,2025-02-24,"CHI 142, PHI 110",2.7,42.4,1.1,K. Huerter: +15.4%,L. Walker IV: -7.7%
852,2024,2025-02-25,"PHX 148, MEM 151",13.1,92.4,46.0,J. Wells: +50.4%,T. Jones: -3.2%
853,2024,2025-02-25,"MIL 97, HOU 100",9.5,92.5,1.7,G. Antetokounmpo: +16.6%,K. Kuzma: -41.2%
854,2024,2025-02-25,"SAS 103, NOP 109",8.1,81.1,6.3,T. Murphy III: +14.1%,D. Fox: -24.3%
855,2024,2025-02-25,"DAL 99, LAL 107",7.8,85.9,1.2,K. Thompson: +23.8%,P. Washington: -26.6%
856,2024,2025-02-25,"BOS 111, TOR 101",5.2,72.4,1.1,J. Brown: +12.6%,I. Quickley: -8.1%
857,2024,2025-02-25,"CHA 92, GSW 128",3.0,45.2,1.4,G. Payton II: +6.5%,M. Bridges: -14.6%
858,2024,2025-02-25,"CLE 122, ORL 82",2.5,45.7,1.0,D. Hunter: +11.3%,A. Black: -7.3%
859,2024,2025-02-26,"POR 129, WAS 121",8.4,86.8,2.1,R. Holmes: +23.3%,J. Champagnie: -12.8%
860,2024,2025-02-26,"LAC 122, CHI 117",8.1,85.1,1.4,A. Coffey: +22.5%,J. Phillips: -11.4%
861,2024,2025-02-26,"PHI 105, NYK 110",6.6,68.7,4.2,J. Brunson: +55.6%,J. Hart: -17.5%
862,2024,2025-02-26,"OKC 129, BKN 121",6.3,69.5,8.4,C. Holmgren: +31.2%,T. Watford: -18.9%
863,2024,2025-02-26,"ATL 109, MIA 131",5.2,75.3,1.7,D. Mitchell: +22.6%,G. Niang: -11.4%
864,2024,2025-02-26,"TOR 91, IND 111",4.9,69.6,1.2,T. Haliburton: +31.6%,J. Shead: -14.6%
865,2024,2025-02-26,"SAC 118, UTA 101",4.8,71.6,1.5,K. Murray: +15.4%,J. Clarkson: -26.0%
866,2024,2025-02-26,"BOS 97, DET 117",4.7,64.9,1.2,M. Beasley: +26.3%,J. Holiday: -12.4%
867,2024,2025-02-26,"SAS 106, HOU 118",2.5,40.7,1.0,A. Thompson: +15.2%,D. Fox: -5.6%
868,2024,2025-02-27,"NOP 124, PHX 116",8.1,86.0,2.9,Z. Williamson: +29.4%,G. Allen: -21.7%
869,2024,2025-02-27,"DEN 112, MIL 121",6.7,81.3,1.8,G. Trent Jr.: +23.1%,M. Porter Jr.: -16.8%
870,2024,2025-02-27,"GSW 121, ORL 115",6.6,68.1,10.0,S. Curry: +67.0%,B. Podziemski: -12.1%
871,2024,2025-02-27,"MIN 102, LAL 111",5.2,54.4,1.0,A. Reaves: +13.4%,N. Reid: -17.3%
872,2024,2025-02-28,"MIN 116, UTA 117",10.3,89.4,4.0,W. Kessler: +21.2%,M. Conley: -13.1%
873,2024,2025-02-28,"NYK 114, MEM 113",10.2,90.4,8.2,O. Anunoby: +52.2%,J. Hart: -18.9%
874,2024,2025-02-28,"TOR 115, CHI 125",9.0,72.7,141.9,C. White: +35.6%,S. Barnes: -10.7%
875,2024,2025-02-28,"IND 120, MIA 125",8.6,89.8,4.1,D. Robinson: +51.6%,T. Herro: -8.1%
876,2024,2025-02-28,"LAC 102, LAL 106",7.7,85.8,2.0,I. Zubac: +19.5%,J. Harden: -34.9%
877,2024,2025-02-28,"CLE 123, BOS 116",7.4,77.3,15.3,D. Mitchell: +51.4%,T. Jerome: -7.0%
878,2024,2025-02-28,"DEN 134, DET 119",4.4,61.7,1.3,M. Porter Jr.: +18.4%,C. Cunningham: -16.2%
879,2024,2025-02-28,"OKC 135, ATL 119",4.1,53.1,1.0,L. Dort: +17.5%,Z. Risacher: -10.2%
880,2024,2025-02-28,"POR 121, BKN 102",4.0,53.3,1.2,D. Banton: +9.8%,J. Wilson: -6.6%
881,2024,2025-02-28,"NOP 108, PHX 125",2.3,40.1,1.0,B. Bol: +15.9%,B. Brown: -8.4%
882,2024,2025-03-01,"GSW 119, PHI 126",8.7,82.5,1.8,Q. Grimes: +53.7%,T. Maxey: -24.3%
883,2024,2025-03-01,"SAS 130, MEM 128",7.9,72.6,1.6,J. Jackson Jr.: +57.0%,J. Konchar: -10.0%
